filename,width,height,class,xmin,ymin,xmax,ymax
qiwi007S(1).JPG,612,612,qiwi,570,373,633,438
qiwi007S(1).JPG,612,612,coin,37,370,105,433
tomato003T(13).JPG,816,612,tomato,385,295,608,504
tomato003T(13).JPG,816,612,coin,126,185,194,247
orange008S(14).JPG,816,612,orange,458,227,661,390
orange008S(14).JPG,816,612,coin,196,350,254,405
tomato001S(9).JPG,816,612,tomato,481,237,681,380
tomato001S(9).JPG,816,612,coin,140,333,203,394
mango003S(9).JPG,816,612,mango,473,221,757,393
mango003S(9).JPG,816,612,coin,131,327,201,399
orange011T(9).JPG,816,612,orange,428,194,676,418
orange011T(9).JPG,816,612,coin,100,261,162,322
sachima001S(11).JPG,816,612,sachima,443,325,660,434
sachima001S(11).JPG,816,612,coin,96,374,175,447
egg001S(3).JPG,816,612,egg,444,298,546,396
egg001S(3).JPG,816,612,coin,126,356,193,419
pear001T(2).JPG,816,612,pear,383,209,613,440
pear001T(2).JPG,816,612,coin,118,192,182,257
sachima003T(8).JPG,816,612,sachima,409,270,615,445
sachima003T(8).JPG,816,612,coin,120,173,188,236
fired_dough_twist006T(1).JPG,504,378,fired_dough_twist,199,127,262,261
fired_dough_twist006T(1).JPG,504,378,coin,359,202,397,237
grape002T(5).JPG,816,612,grape,371,142,631,452
grape002T(5).JPG,816,612,coin,148,177,205,235
egg002s(5).JPG,816,612,egg,439,226,583,342
egg002s(5).JPG,816,612,coin,131,290,198,353
mooncake001T(14).JPG,816,612,mooncake,457,235,591,369
mooncake001T(14).JPG,816,612,coin,90,173,161,241
apple016S(8).JPG,816,612,apple,403,120,618,330
apple016S(8).JPG,816,612,coin,107,288,175,353
tomato004T(8).JPG,816,612,tomato,472,210,711,433
tomato004T(8).JPG,816,612,coin,131,253,203,319
grape001T(3).JPG,816,612,grape,210,109,578,511
grape001T(3).JPG,816,612,coin,137,194,188,247
doughnut008T(2).JPG,816,612,doughnut,384,245,653,536
doughnut008T(2).JPG,816,612,coin,79,101,146,168
fired_dough_twist005T(7).JPG,816,612,fired_dough_twist,454,195,573,467
fired_dough_twist005T(7).JPG,816,612,coin,138,165,205,237
banana015T(2).JPG,504,378,banana,178,58,304,293
banana015T(2).JPG,504,378,coin,425,216,465,252
grape001S(10).JPG,816,612,grape,286,75,782,373
grape001S(10).JPG,816,612,coin,84,305,151,372
lemon002S(25).JPG,816,612,lemon,465,278,621,404
lemon002S(25).JPG,816,612,coin,166,361,228,421
banana005T(2).JPG,816,612,banana,184,78,451,539
banana005T(2).JPG,816,612,coin,572,126,632,192
pear002T(4).JPG,816,612,pear,408,252,594,437
pear002T(4).JPG,816,612,coin,126,205,189,261
orange009S(6).JPG,816,612,orange,457,166,647,343
orange009S(6).JPG,816,612,coin,171,298,229,356
bun008S(3).JPG,816,612,bun,446,192,642,316
bun008S(3).JPG,816,612,coin,119,274,189,341
peach001S(15).JPG,816,612,peach,477,240,629,381
peach001S(15).JPG,816,612,coin,173,334,234,395
pear004S(3).JPG,816,612,pear,440,168,637,362
pear004S(3).JPG,816,612,coin,128,316,192,380
banana013S(5).JPG,816,612,banana,274,257,654,346
banana013S(5).JPG,816,612,coin,89,298,156,356
plum004T(17).JPG,816,612,plum,420,239,604,432
plum004T(17).JPG,816,612,coin,184,125,255,192
plum003T(7).JPG,816,612,plum,369,225,539,392
plum003T(7).JPG,816,612,coin,121,119,185,184
qiwi004S(7).JPG,816,612,qiwi,176,291,379,450
qiwi004S(7).JPG,816,612,coin,600,398,678,472
mango006T(8).JPG,816,612,mango,443,244,570,437
mango006T(8).JPG,816,612,coin,184,257,241,315
egg004T(2).JPG,816,612,egg,442,261,549,397
egg004T(2).JPG,816,612,coin,139,218,194,279
orange008T(5).JPG,816,612,orange,428,236,656,487
orange008T(5).JPG,816,612,coin,140,151,205,218
banana004S(1).JPG,816,612,banana,490,325,751,481
banana004S(1).JPG,816,612,coin,88,381,178,465
pear003S(7).JPG,816,612,pear,440,179,651,394
pear003S(7).JPG,816,612,coin,158,342,225,410
peach001T(11).JPG,816,612,peach,431,255,593,407
peach001T(11).JPG,816,612,coin,111,197,176,257
fired_dough_twist004S(4).JPG,816,612,fired_dough_twist,441,277,695,379
fired_dough_twist004S(4).JPG,816,612,coin,92,328,165,396
banana014S(1).JPG,816,612,banana,316,336,759,445
banana014S(1).JPG,816,612,coin,43,399,120,477
mooncake002T(9).JPG,816,612,mooncake,419,217,551,349
mooncake002T(9).JPG,816,612,coin,94,188,161,251
doughnut009S(1).JPG,816,612,doughnut,453,244,719,339
doughnut009S(1).JPG,816,612,coin,453,244,719,339
plum004T(3).JPG,816,612,plum,445,302,616,453
plum004T(3).JPG,816,612,coin,188,136,255,200
plum004S(13).JPG,816,612,plum,457,250,605,378
plum004S(13).JPG,816,612,coin,143,335,211,399
qiwi003S(3).JPG,816,612,qiwi,438,216,593,351
qiwi003S(3).JPG,816,612,coin,82,300,145,362
egg003T(6).JPG,816,612,egg,456,344,621,469
egg003T(6).JPG,816,612,coin,119,299,192,370
egg005S(1).JPG,816,612,egg,454,191,584,312
egg005S(1).JPG,816,612,coin,226,254,301,326
qiwi005T(4).JPG,816,612,qiwi,349,334,560,517
qiwi005T(4).JPG,816,612,coin,262,93,325,152
mooncake001S(10).JPG,816,612,mooncake,476,320,597,379
mooncake001S(10).JPG,816,612,coin,145,336,209,396
plum002S(4).JPG,816,612,plum,457,256,612,389
plum002S(4).JPG,816,612,coin,134,337,207,407
peach001T(9).JPG,816,612,peach,464,250,621,408
peach001T(9).JPG,816,612,coin,160,216,227,278
sachima005T(21).JPG,816,612,sachima,443,261,644,478
sachima005T(21).JPG,816,612,coin,144,168,213,230
banana012T(6).JPG,816,612,banana,370,123,560,518
banana012T(6).JPG,816,612,coin,93,268,163,334
fired_dough_twist002T(3).JPG,816,612,fired_dough_twist,391,206,531,436
fired_dough_twist002T(3).JPG,816,612,coin,91,126,161,188
lemon002T(21).JPG,816,612,lemon,437,208,590,385
lemon002T(21).JPG,816,612,coin,155,149,225,218
egg005T(3).JPG,816,612,egg,458,245,601,360
egg005T(3).JPG,816,612,coin,116,250,178,309
fired_dough_twist004T(10).JPG,816,612,fired_dough_twist,494,140,615,435
fired_dough_twist004T(10).JPG,816,612,coin,90,103,162,176
qiwi005S(6).JPG,816,612,qiwi,450,308,666,444
qiwi005S(6).JPG,816,612,coin,180,399,246,461
mango007T(9).JPG,816,612,mango,453,240,585,427
mango007T(9).JPG,816,612,coin,107,268,180,336
plum002T(6).JPG,816,612,plum,463,253,641,427
plum002T(6).JPG,816,612,coin,91,127,167,197
tomato003T(29).JPG,816,612,tomato,469,257,716,492
tomato003T(29).JPG,816,612,coin,157,175,226,238
plum001T(19).JPG,816,612,plum,453,252,682,477
plum001T(19).JPG,816,612,coin,87,186,166,258
banana012S(4).JPG,816,612,banana,354,289,691,363
banana012S(4).JPG,816,612,coin,108,326,172,387
plum002T(10).JPG,816,612,plum,469,213,644,390
plum002T(10).JPG,816,612,coin,138,145,212,214
fired_dough_twist002S(1).JPG,816,612,fired_dough_twist,464,248,744,378
fired_dough_twist002S(1).JPG,816,612,coin,91,322,168,395
plum003T(10).JPG,816,612,plum,447,256,623,417
plum003T(10).JPG,816,612,coin,178,222,246,286
pear005S(2).JPG,504,378,pear,327,105,476,271
pear005S(2).JPG,504,378,coin,11,235,59,282
orange008S(7).JPG,816,612,orange,430,219,607,381
orange008S(7).JPG,816,612,coin,157,340,222,394
pear003T(5).JPG,816,612,pear,375,211,586,429
pear003T(5).JPG,816,612,coin,139,180,196,240
banana004T(3).JPG,816,612,banana,182,95,754,343
banana004T(3).JPG,816,612,coin,435,355,508,426
fired_dough_twist004T(6).JPG,816,612,fired_dough_twist,484,147,614,423
fired_dough_twist004T(6).JPG,816,612,coin,134,119,205,193
banana014T(3).JPG,612,612,banana,298,155,482,491
banana014T(3).JPG,612,612,coin,6,329,63,383
doughnut009T(3).JPG,816,612,doughnut,448,180,672,390
doughnut009T(3).JPG,816,612,coin,161,145,214,198
qiwi008S(8).JPG,504,378,qiwi,114,157,215,254
qiwi008S(8).JPG,504,378,coin,389,211,448,272
apple016S(12).JPG,816,612,apple,394,131,613,341
apple016S(12).JPG,816,612,coin,114,297,183,363
apple017S(9).JPG,816,612,apple,441,221,674,428
apple017S(9).JPG,816,612,coin,101,367,177,442
plum004S(1).JPG,816,612,plum,508,215,670,347
plum004S(1).JPG,816,612,coin,158,308,224,368
qiwi003T(1).JPG,816,612,qiwi,172,240,341,392
qiwi003T(1).JPG,816,612,coin,567,204,624,258
egg003S(4).JPG,816,612,egg,461,260,568,361
egg003S(4).JPG,816,612,coin,116,315,187,379
apple017S(12).JPG,816,612,apple,430,201,672,409
apple017S(12).JPG,816,612,coin,98,350,173,420
pear004T(1).JPG,816,612,pear,349,299,532,498
pear004T(1).JPG,816,612,coin,167,175,227,231
mango010S(11).JPG,816,612,mango,434,253,646,358
mango010S(11).JPG,816,612,coin,149,310,214,374
banana013T(7).JPG,816,612,banana,367,148,552,539
banana013T(7).JPG,816,612,coin,149,264,212,321
fired_dough_twist003T(2).JPG,816,612,fired_dough_twist,475,187,614,499
fired_dough_twist003T(2).JPG,816,612,coin,81,160,154,238
plum003S(5).JPG,816,612,plum,470,239,619,371
plum003S(5).JPG,816,612,coin,133,329,198,395
apple016T(16).JPG,816,612,apple,398,217,601,416
apple016T(16).JPG,816,612,coin,154,179,210,237
qiwi004T(5).JPG,816,612,qiwi,184,265,429,436
qiwi004T(5).JPG,816,612,coin,572,118,633,185
apple017T(16).JPG,816,612,apple,408,179,660,419
apple017T(16).JPG,816,612,coin,146,176,207,236
egg002T(7).JPG,816,612,egg,478,294,635,427
egg002T(7).JPG,816,612,coin,118,266,190,335
qiwi002S(2).JPG,816,612,qiwi,357,237,578,397
qiwi002S(2).JPG,816,612,coin,128,344,202,414
grape001S(1).JPG,816,612,grape,312,124,738,397
grape001S(1).JPG,816,612,coin,129,344,195,407
mooncake003T(8).JPG,816,612,mooncake,448,260,597,413
mooncake003T(8).JPG,816,612,coin,62,164,142,237
fired_dough_twist005S(5).JPG,816,612,fired_dough_twist,480,301,757,421
fired_dough_twist005S(5).JPG,816,612,coin,187,369,263,441
plum002S(14).JPG,816,612,plum,466,284,627,418
plum002S(14).JPG,816,612,coin,110,362,177,428
pear002S(6).JPG,816,612,pear,463,257,679,458
pear002S(6).JPG,816,612,coin,87,398,166,468
orange009T(4).JPG,816,612,orange,443,199,648,419
orange009T(4).JPG,816,612,coin,149,253,207,311
bun008T(1).JPG,816,612,bun,395,283,631,441
bun008T(1).JPG,816,612,coin,156,233,220,290
plum003S(14).JPG,816,612,plum,439,244,583,392
plum003S(14).JPG,816,612,coin,89,344,162,408
doughnut005T(12).JPG,816,612,doughnut,366,190,620,429
doughnut005T(12).JPG,816,612,coin,154,78,218,133
mix009T(2).JPG,816,612,lemon,361,108,521,253
mix009T(2).JPG,816,612,orange,309,366,537,571
mix009T(2).JPG,816,612,coin,97,162,155,221
peach005S(9).JPG,816,612,peach,484,211,658,369
peach005S(9).JPG,816,612,coin,139,320,199,380
doughnut004T(12).JPG,816,612,doughnut,394,204,666,460
doughnut004T(12).JPG,816,612,coin,160,141,227,205
qiwi001S(4).JPG,816,612,qiwi,395,240,644,383
qiwi001S(4).JPG,816,612,coin,138,327,208,394
egg001T(1).JPG,816,612,egg,431,320,571,437
egg001T(1).JPG,816,612,coin,80,219,149,282
tomato004S(10).JPG,816,612,tomato,444,150,637,287
tomato004S(10).JPG,816,612,coin,131,235,197,299
pear003S(14).JPG,816,612,pear,464,216,671,428
pear003S(14).JPG,816,612,coin,164,376,232,444
lemon003T(8).JPG,816,612,lemon,464,299,647,460
lemon003T(8).JPG,816,612,coin,93,221,161,289
fired_dough_twist006S(3).JPG,504,378,fired_dough_twist,304,176,381,227
fired_dough_twist006S(3).JPG,504,378,coin,62,200,96,238
grape002S(7).JPG,816,612,grape,395,218,676,387
grape002S(7).JPG,816,612,coin,127,335,194,396
mango008S(2).JPG,816,612,mango,427,254,624,352
mango008S(2).JPG,816,612,coin,86,307,152,368
pear002S(14).JPG,816,612,pear,424,216,599,375
pear002S(14).JPG,816,612,coin,81,330,141,387
banana013T(10).JPG,816,612,banana,380,128,543,503
banana013T(10).JPG,816,612,coin,134,224,194,277
banana010T(1).JPG,816,612,banana,346,137,542,554
banana010T(1).JPG,816,612,coin,256,47,319,108
apple008T(2).JPG,816,612,apple,71,189,331,432
apple008T(2).JPG,816,612,coin,582,243,647,311
apple018T(2).JPG,816,612,apple,387,203,624,436
apple018T(2).JPG,816,612,coin,121,150,186,213
egg007S(6).JPG,816,612,egg,578,231,755,350
egg007S(6).JPG,816,612,coin,78,303,149,369
lemon001T(12).JPG,816,612,lemon,465,247,646,450
lemon001T(12).JPG,816,612,coin,104,309,180,381
qiwi007T(3).JPG,816,612,qiwi,109,102,172,161
qiwi007T(3).JPG,816,612,coin,88,82,155,146
doughnut006S(8).JPG,816,612,doughnut,411,290,653,376
doughnut006S(8).JPG,816,612,coin,136,327,203,389
mango009T(1).JPG,816,612,mango,423,289,650,436
mango009T(1).JPG,816,612,coin,134,291,202,353
sachima002T(9).JPG,816,612,sachima,387,269,572,426
sachima002T(9).JPG,816,612,coin,144,233,200,289
lemon001S(16).JPG,816,612,lemon,462,230,614,353
lemon001S(16).JPG,816,612,coin,194,307,252,366
litchi004T(8).JPG,816,612,litchi,493,274,637,429
litchi004T(8).JPG,816,612,coin,145,259,224,336
orange010T(8).JPG,816,612,orange,411,252,653,506
orange010T(8).JPG,816,612,coin,99,271,165,335
mango002S(8).JPG,816,612,mango,455,266,634,402
mango002S(8).JPG,816,612,coin,136,350,206,418
mix008S(1).JPG,816,612,tomato,282,250,443,382
mix008S(1).JPG,816,612,banana,469,283,673,383
mix008S(1).JPG,816,612,coin,108,343,169,402
egg006T(5).JPG,816,612,egg,512,291,670,403
egg006T(5).JPG,816,612,coin,115,248,176,304
tomato004T(14).JPG,816,612,tomato,453,201,662,414
tomato004T(14).JPG,816,612,coin,125,248,196,316
banana001S(2).JPG,816,612,banana,106,286,511,371
banana001S(2).JPG,816,612,coin,583,318,638,370
pear006S(4).JPG,504,378,pear,303,91,442,243
pear006S(4).JPG,504,378,coin,90,212,138,259
apple019S(1).JPG,504,378,apple,275,59,487,257
apple019S(1).JPG,504,378,coin,13,202,67,255
pear003T(10).JPG,816,612,pear,392,217,608,429
pear003T(10).JPG,816,612,coin,171,186,233,244
banana011S(2).JPG,816,612,banana,332,308,736,400
banana011S(2).JPG,816,612,coin,66,346,138,416
apple009S(1).JPG,816,612,apple,411,121,695,402
apple009S(1).JPG,816,612,coin,57,332,138,407
fired_dough_twist001S(7).JPG,816,612,fired_dough_twist,401,227,686,341
fired_dough_twist001S(7).JPG,816,612,coin,48,284,123,357
pear002T(10).JPG,816,612,pear,338,160,550,360
pear002T(10).JPG,816,612,coin,131,189,196,246
plum003S(22).JPG,816,612,plum,453,282,606,426
plum003S(22).JPG,816,612,coin,82,377,152,447
sachima002S(7).JPG,816,612,sachima,465,272,690,385
sachima002S(7).JPG,816,612,coin,121,327,198,396
lemon002T(5).JPG,816,612,lemon,423,235,595,424
lemon002T(5).JPG,816,612,coin,123,165,187,232
mooncake001T(3).JPG,816,612,mooncake,448,220,587,356
mooncake001T(3).JPG,816,612,coin,91,228,157,293
bread007S(7).JPG,816,612,bread,313,333,714,420
bread007S(7).JPG,816,612,coin,175,322,266,404
orange011S(17).JPG,816,612,orange,460,112,656,304
orange011S(17).JPG,816,612,coin,139,259,204,321
apple014T(1).JPG,816,612,apple,365,270,613,492
apple014T(1).JPG,816,612,coin,140,177,206,237
bun001S(3).JPG,816,612,bun,368,199,599,357
bun001S(3).JPG,816,612,coin,64,292,134,355
peach004S(4).JPG,816,612,peach,468,243,612,370
peach004S(4).JPG,816,612,coin,126,327,190,386
doughnut001T(2).JPG,816,612,doughnut,208,163,509,478
doughnut001T(2).JPG,816,612,coin,706,265,785,346
mango006T(14).JPG,816,612,mango,462,251,605,483
mango006T(14).JPG,816,612,coin,127,271,195,337
mango002T(6).JPG,816,612,mango,287,255,527,437
mango002T(6).JPG,816,612,coin,33,120,99,182
litchi004S(6).JPG,816,612,litchi,487,327,608,435
litchi004S(6).JPG,816,612,coin,218,365,284,428
orange010S(6).JPG,816,612,orange,451,92,660,287
orange010S(6).JPG,816,612,coin,137,238,206,304
apple004T(1).JPG,816,612,apple,261,45,577,362
apple004T(1).JPG,816,612,coin,375,451,462,535
litchi002T(1).JPG,816,612,litchi,447,260,564,381
litchi002T(1).JPG,816,612,coin,204,247,273,311
apple002S(6).JPG,816,612,apple,142,192,474,511
apple002S(6).JPG,816,612,coin,663,423,780,533
apple017T(20).JPG,816,612,apple,402,235,627,459
apple017T(20).JPG,816,612,coin,188,211,246,267
mango004S(1).JPG,816,612,mango,452,335,598,416
mango004S(1).JPG,816,612,coin,149,370,214,432
lemon004T(10).JPG,816,612,lemon,434,230,623,398
lemon004T(10).JPG,816,612,coin,65,130,140,201
doughnut007S(5).JPG,816,612,doughnut,422,297,648,389
doughnut007S(5).JPG,816,612,coin,93,343,165,412
bun007T(4).JPG,816,612,bun,417,229,644,484
bun007T(4).JPG,816,612,coin,152,225,212,285
apple016T(20).JPG,816,612,apple,381,255,615,481
apple016T(20).JPG,816,612,coin,163,224,226,282
peach002T(3).JPG,816,612,peach,413,214,569,366
peach002T(3).JPG,816,612,coin,123,177,191,239
orange006T(1).JPG,816,612,orange,160,257,357,429
orange006T(1).JPG,816,612,coin,441,76,495,136
sachima003T(10).JPG,816,612,sachima,465,220,655,394
sachima003T(10).JPG,816,612,coin,128,119,192,176
fired_dough_twist001T(9).JPG,816,612,fired_dough_twist,499,207,602,461
fired_dough_twist001T(9).JPG,816,612,coin,151,151,210,213
sachima002T(10).JPG,816,612,sachima,350,244,527,431
sachima002T(10).JPG,816,612,coin,101,307,167,366
lemon004S(2).JPG,816,612,lemon,490,156,618,282
lemon004S(2).JPG,816,612,coin,80,237,142,303
apple017S(24).JPG,816,612,apple,428,213,671,412
apple017S(24).JPG,816,612,coin,105,364,173,433
orange011T(5).JPG,816,612,orange,416,214,650,443
orange011T(5).JPG,816,612,coin,88,261,148,326
litchi005T(5).JPG,816,612,litchi,476,275,622,429
litchi005T(5).JPG,816,612,coin,134,270,212,345
mango003S(5).JPG,816,612,mango,437,272,708,429
mango003S(5).JPG,816,612,coin,91,375,166,442
bread006T(4).JPG,816,612,bread,404,55,769,431
bread006T(4).JPG,816,612,coin,214,478,283,544
apple015S(2).JPG,816,612,apple,393,225,604,409
apple015S(2).JPG,816,612,coin,136,365,201,427
peach005T(7).JPG,816,612,peach,434,191,663,398
peach005T(7).JPG,816,612,coin,159,191,232,259
apple016S(24).JPG,816,612,apple,434,137,645,348
apple016S(24).JPG,816,612,coin,112,295,177,359
grape002T(9).JPG,816,612,grape,351,210,640,501
grape002T(9).JPG,816,612,coin,158,241,213,297
lemon003S(6).JPG,816,612,lemon,478,190,635,326
lemon003S(6).JPG,816,612,coin,180,277,244,334
sachima002S(14).JPG,816,612,sachima,496,264,713,376
sachima002S(14).JPG,816,612,coin,99,323,176,393
sachima003T(4).JPG,816,612,sachima,362,262,550,426
sachima003T(4).JPG,816,612,coin,90,148,151,208
sachima005S(3).JPG,816,612,sachima,416,286,638,392
sachima005S(3).JPG,816,612,coin,45,342,126,422
mix004S(2).JPG,816,612,qiwi,309,278,473,405
mix004S(2).JPG,816,612,apple,515,209,747,408
mix004S(2).JPG,816,612,coin,135,357,199,419
mooncake006T(7).JPG,816,612,mooncake,440,254,669,483
mooncake006T(7).JPG,816,612,coin,100,232,176,301
mix014S(2).JPG,816,612,pear,275,234,499,462
mix014S(2).JPG,816,612,mango,603,335,793,453
mix014S(2).JPG,816,612,coin,23,389,106,470
mango007S(10).JPG,816,612,mango,426,286,592,370
mango007S(10).JPG,816,612,coin,113,326,180,386
tomato001S(5).JPG,816,612,tomato,418,286,623,423
tomato001S(5).JPG,816,612,coin,102,378,162,439
bun006S(7).JPG,816,612,bun,443,295,727,480
bun006S(7).JPG,816,612,coin,55,417,136,491
orange008S(18).JPG,816,612,orange,438,187,634,354
orange008S(18).JPG,816,612,coin,175,310,238,366
orange007S(2).JPG,816,612,orange,419,213,640,388
orange007S(2).JPG,816,612,coin,102,343,168,410
apple013T(5).JPG,816,612,apple,362,217,576,428
apple013T(5).JPG,816,612,coin,119,302,175,363
orange011T(13).JPG,816,612,orange,481,248,741,483
orange011T(13).JPG,816,612,coin,116,263,185,329
mango005T(2).JPG,816,612,mango,461,302,573,485
mango005T(2).JPG,816,612,coin,114,316,178,377
mango006S(10).JPG,816,612,mango,466,338,662,432
mango006S(10).JPG,816,612,coin,144,384,212,452
doughnut006T(6).JPG,816,612,doughnut,375,203,671,473
doughnut006T(6).JPG,816,612,coin,144,143,216,212
litchi003S(2).JPG,816,612,litchi,482,320,601,437
litchi003S(2).JPG,816,612,coin,251,366,315,431
orange010T(13).JPG,816,612,orange,446,209,691,440
orange010T(13).JPG,816,612,coin,148,249,212,312
egg007T(8).JPG,816,612,egg,494,308,665,425
egg007T(8).JPG,816,612,coin,128,256,200,316
mooncake005T(1).JPG,816,612,mooncake,427,264,567,398
mooncake005T(1).JPG,816,612,coin,110,239,172,301
banana013S(9).JPG,816,612,banana,278,273,667,357
banana013S(9).JPG,816,612,coin,112,320,180,380
mix007S(4).JPG,816,612,mango,299,257,459,378
mix007S(4).JPG,816,612,banana,464,308,654,383
mix007S(4).JPG,816,612,coin,115,341,178,400
tomato004T(22).JPG,816,612,tomato,459,279,668,497
tomato004T(22).JPG,816,612,coin,134,302,205,365
mango006T(4).JPG,816,612,mango,455,226,611,478
mango006T(4).JPG,816,612,coin,95,222,168,291
bun005S(1).JPG,816,612,bun,458,159,704,348
bun005S(1).JPG,816,612,coin,117,279,188,347
orange004S(4).JPG,816,612,orange,159,186,483,492
orange004S(4).JPG,816,612,coin,560,372,657,472
apple010T(3).JPG,816,612,apple,269,157,430,342
apple010T(3).JPG,816,612,coin,430,460,479,508
tomato002S(3).JPG,816,612,tomato,406,207,559,344
tomato002S(3).JPG,816,612,coin,103,306,166,365
mango010S(3).JPG,816,612,mango,459,263,589,369
mango010S(3).JPG,816,612,coin,135,319,197,378
tomato004T(4).JPG,816,612,tomato,71,239,141,309
tomato004T(4).JPG,816,612,coin,83,244,151,308
grape002S(15).JPG,816,612,grape,398,234,687,404
grape002S(15).JPG,816,612,coin,116,363,179,421
doughnut009S(11).JPG,816,612,doughnut,449,248,711,341
doughnut009S(11).JPG,816,612,coin,32,295,108,362
bread005T(2).JPG,816,612,bread,316,106,609,418
bread005T(2).JPG,816,612,coin,397,486,463,551
apple016S(4).JPG,816,612,apple,401,138,628,339
apple016S(4).JPG,816,612,coin,77,301,149,366
doughnut008S(11).JPG,816,612,doughnut,475,257,754,361
doughnut008S(11).JPG,816,612,coin,66,302,144,372
orange012T(3).JPG,504,378,orange,165,86,273,192
orange012T(3).JPG,504,378,coin,394,264,427,298
apple006S(4).JPG,816,612,apple,391,142,642,354
apple006S(4).JPG,816,612,coin,90,283,166,355
mooncake002T(11).JPG,816,612,mooncake,471,246,616,389
mooncake002T(11).JPG,816,612,coin,94,221,167,292
pear002T(8).JPG,816,612,pear,397,232,600,426
pear002T(8).JPG,816,612,coin,122,204,184,265
mooncake003T(11).JPG,816,612,mooncake,465,248,614,398
mooncake003T(11).JPG,816,612,coin,70,233,149,305
mix011T(3).JPG,816,612,orange,393,30,618,254
mix011T(3).JPG,816,612,tomato,436,303,631,489
mix011T(3).JPG,816,612,coin,128,149,185,209
mooncake003S(6).JPG,816,612,mooncake,521,315,646,378
mooncake003S(6).JPG,816,612,coin,134,328,196,391
grape002T(11).JPG,816,612,grape,327,191,600,477
grape002T(11).JPG,816,612,coin,102,150,163,213
bun004T(2).JPG,816,612,bun,358,247,616,414
bun004T(2).JPG,816,612,coin,106,175,168,234
peach001T(5).JPG,816,612,peach,417,210,591,383
peach001T(5).JPG,816,612,coin,109,174,180,234
banana009S(3).JPG,816,612,banana,29,241,528,351
banana009S(3).JPG,816,612,coin,634,281,706,352
plum002S(8).JPG,816,612,plum,478,269,646,416
plum002S(8).JPG,816,612,coin,102,363,174,433
mango007S(7).JPG,816,612,mango,411,283,575,368
mango007S(7).JPG,816,612,coin,75,322,138,383
doughnut004S(3).JPG,816,612,doughnut,404,294,644,383
doughnut004S(3).JPG,816,612,coin,87,328,150,390
qiwi005T(8).JPG,816,612,qiwi,241,335,458,507
qiwi005T(8).JPG,816,612,coin,261,61,324,123
litchi001T(7).JPG,816,612,litchi,465,207,608,356
litchi001T(7).JPG,816,612,coin,127,216,206,291
mooncake002S(15).JPG,816,612,mooncake,483,357,607,414
mooncake002S(15).JPG,816,612,coin,146,380,211,439
mooncake004S(2).JPG,816,612,mooncake,511,290,637,347
mooncake004S(2).JPG,816,612,coin,144,305,208,365
qiwi008T(6).JPG,504,378,qiwi,143,79,237,164
qiwi008T(6).JPG,504,378,coin,58,129,103,176
mooncake002T(5).JPG,816,612,mooncake,421,257,558,395
mooncake002T(5).JPG,816,612,coin,58,207,131,276
