image_name,Side_coinWidth,Side_coinHeigth,Top_coinWidth,Top_coinHeigth,Side_foodWidth,Side_foodHeigth,Top_foodWidth,Top_foodHeigth,food_label,Side_coinForeground_pixel,Top_coinForeground_pixel,Side_foodForeground_pixel,Top_foodForeground_pixel,realVolume,realDensity,average_density,energy,real_calorie
3,67,61,63,64,209,193,237,232,3,36,2849,30106,42090,250,0.888,0.9220703982109828,0.63,139.86
3,65,61,69,67,203,201,254,252,3,2833,3093,31049,46722,250,0.888,0.9220703982109828,0.63,139.86
3,65,61,64,65,214,200,219,240,3,2833,2931,33170,40693,250,0.888,0.9220703982109828,0.63,139.86
3,67,63,62,63,194,183,226,243,3,2785,2926,26130,40905,250,0.888,0.9220703982109828,0.63,139.86
3,65,62,66,66,192,191,227,272,3,2906,3225,28551,46123,250,0.888,0.9220703982109828,0.63,139.86
3,66,63,62,63,194,197,208,225,3,2761,2321,30240,36681,250,0.888,0.9220703982109828,0.63,139.86
3,65,63,61,59,208,190,229,214,3,2792,2442,28792,36307,250,0.888,0.9220703982109828,0.63,139.86
3,68,63,61,63,207,206,230,227,3,3029,2585,32199,40186,250,0.888,0.9220703982109828,0.63,139.86
3,66,62,68,64,208,195,205,248,3,2908,2658,30645,39136,250,0.888,0.9220703982109828,0.63,139.86
3,66,61,64,65,208,190,232,231,3,2884,2930,29836,40429,250,0.888,0.9220703982109828,0.63,139.86
3,66,63,65,63,213,206,231,250,3,3021,2873,33608,42136,250,0.888,0.9220703982109828,0.63,139.86
3,64,62,82,75,204,194,274,268,3,2874,4070,29965,59860,250,0.888,0.9220703982109828,0.63,139.86
3,65,61,63,62,215,200,212,209,3,2882,2458,31765,36796,250,0.888,0.9220703982109828,0.63,139.86
3,64,61,65,59,198,188,207,212,3,2799,2373,28489,34616,250,0.888,0.9220703982109828,0.63,139.86
3,68,62,64,63,207,188,221,219,3,2833,2930,30144,39481,250,0.888,0.9220703982109828,0.63,139.86
3,64,63,67,67,214,193,247,240,3,2974,3189,31630,44080,250,0.888,0.9220703982109828,0.63,139.86
3,65,62,65,64,222,195,235,237,3,2826,2946,31002,44242,250,0.888,0.9220703982109828,0.63,139.86
3,69,64,66,66,214,199,224,245,3,3248,3150,32720,42945,260,0.9,0.9220703982109828,0.63,147.42
3,70,66,69,63,202,193,244,235,3,3248,2620,29708,43403,260,0.9,0.9220703982109828,0.63,147.42
3,70,66,73,72,209,195,258,273,3,32,3644,31662,51431,260,0.9,0.9220703982109828,0.63,147.42
3,68,65,69,69,215,188,247,251,3,3486,3207,30711,47060,260,0.9,0.9220703982109828,0.63,147.42
3,69,66,71,66,214,196,233,250,3,3437,3418,32533,45977,260,0.9,0.9220703982109828,0.63,147.42
3,67,64,72,70,210,201,260,270,3,47,3701,33857,53914,260,0.9,0.9220703982109828,0.63,147.42
3,68,65,68,68,213,197,242,261,3,3202,32,32174,47277,260,0.9,0.9220703982109828,0.63,147.42
3,68,64,75,71,199,194,259,270,3,3235,3847,30868,53980,260,0.9,0.9220703982109828,0.63,147.42
3,71,64,70,65,215,210,220,238,3,43,3386,36424,40833,260,0.9,0.9220703982109828,0.63,147.42
3,67,65,71,70,211,198,246,257,3,3268,3360,32350,48282,260,0.9,0.9220703982109828,0.63,147.42
3,68,65,74,68,217,203,238,251,3,3194,3658,32713,45660,260,0.9,0.9220703982109828,0.63,147.42
3,69,67,65,65,202,195,220,227,3,3229,2892,30455,39431,260,0.9,0.9220703982109828,0.63,147.42
3,67,68,66,64,212,181,203,236,3,3605,2775,30588,37749,220,0.8400000000000001,0.9220703982109828,0.63,116.424
3,69,71,59,62,203,199,187,218,3,3792,2246,31261,31006,220,0.8400000000000001,0.9220703982109828,0.63,116.424
3,70,70,59,62,234,201,184,207,3,3663,2615,36503,29592,220,0.8400000000000001,0.9220703982109828,0.63,116.424
3,76,72,61,64,242,199,193,231,3,3867,2765,38199,33641,220,0.8400000000000001,0.9220703982109828,0.63,116.424
3,67,63,67,67,202,167,218,228,3,3096,3377,25189,39630,220,0.8400000000000001,0.9220703982109828,0.63,116.424
3,92,87,68,71,249,242,248,249,3,5701,3546,46232,47347,220,0.8400000000000001,0.9220703982109828,0.63,116.424
3,68,67,68,68,201,172,199,250,3,3617,3405,25015,39729,220,0.8400000000000001,0.9220703982109828,0.63,116.424
3,98,101,70,70,327,314,230,286,3,7023,3332,81610,49054,260,0.8384615384615385,0.9220703982109828,0.63,137.34
3,103,98,80,76,308,324,316,308,3,7117,4519,76934,64734,260,0.8384615384615385,0.9220703982109828,0.63,137.34
3,103,100,64,60,357,337,197,228,3,8019,2501,91230,34907,260,0.8384615384615385,0.9220703982109828,0.63,137.34
3,95,42,36,35,159,160,36,35,3,2692,954,18664,892,130,1.3823076923076922,0.9220703982109828,0.63,113.211
3,89,43,39,39,157,156,107,106,3,2649,1095,18821,8668,130,1.3823076923076922,0.9220703982109828,0.63,113.211
3,65,60,39,38,172,178,126,138,3,2990,1031,20456,12035,130,1.3823076923076922,0.9220703982109828,0.63,113.211
3,51,45,37,36,144,132,125,138,3,1829,934,15553,11993,130,1.3823076923076922,0.9220703982109828,0.63,113.211
3,95,86,82,82,294,280,288,344,3,6336,4799,64435,75884,280,0.7067857142857144,0.9220703982109828,0.63,124.677
3,48,52,74,135,184,166,103,106,3,30,2279,22391,8340,200,0.8865000000000001,0.9220703982109828,0.63,111.69900000000001
3,49,48,28,32,169,156,89,95,3,1840,633,20555,6404,200,0.8865000000000001,0.9220703982109828,0.63,111.69900000000001
3,47,50,32,32,152,154,96,105,3,39,724,17541,7964,200,0.8865000000000001,0.9220703982109828,0.63,111.69900000000001
3,50,49,32,32,157,161,95,111,3,21,721,17771,7938,200,0.8865000000000001,0.9220703982109828,0.63,111.69900000000001
3,46,51,40,32,152,154,123,115,3,23,0,17374,11175,200,0.8865000000000001,0.9220703982109828,0.63,111.69900000000001
3,49,50,32,31,157,148,95,95,3,36,689,19006,7237,200,0.8865000000000001,0.9220703982109828,0.63,111.69900000000001
3,48,49,37,30,150,148,93,125,3,22,0,17151,8392,200,0.8865000000000001,0.9220703982109828,0.63,111.69900000000001
3,78,76,56,60,191,182,59,60,3,4150,2272,27555,2446,200,0.8965000000000001,0.9220703982109828,0.63,112.959
3,67,67,59,59,183,183,182,173,3,3272,2687,27099,25665,200,0.8965000000000001,0.9220703982109828,0.63,112.959
3,84,80,70,67,223,206,205,196,3,5387,3430,35554,29820,150,0.926,0.9220703982109828,0.63,87.507
3,78,75,79,71,206,214,227,240,3,4523,4302,35198,40673,150,0.926,0.9220703982109828,0.63,87.507
3,90,82,70,66,298,237,204,211,3,5792,3216,61629,32382,150,0.926,0.9220703982109828,0.63,87.507
3,46,46,42,40,130,122,122,122,3,1662,1158,11996,11794,190,0.8542105263157895,0.9220703982109828,0.63,102.24900000000001
3,46,46,44,43,130,118,134,140,3,6,1396,11863,14526,190,0.8542105263157895,0.9220703982109828,0.63,102.24900000000001
3,45,46,40,40,121,128,115,124,3,1603,1087,12263,10957,190,0.8542105263157895,0.9220703982109828,0.63,102.24900000000001
3,47,45,40,39,126,120,118,118,3,1648,1059,10960,10851,190,0.8542105263157895,0.9220703982109828,0.63,102.24900000000001
3,123,110,85,82,349,330,258,319,3,10240,4382,92145,61904,210,0.9642857142857144,0.9220703982109828,0.63,127.57500000000002
3,119,111,83,80,298,312,287,280,3,10036,4391,75275,60112,210,0.9642857142857144,0.9220703982109828,0.63,127.57500000000002
3,121,117,91,92,336,332,322,327,3,10174,5652,85487,80926,210,0.9642857142857144,0.9220703982109828,0.63,127.57500000000002
3,113,107,94,89,361,325,287,360,3,8976,5689,91090,77556,210,0.9642857142857144,0.9220703982109828,0.63,127.57500000000002
3,122,111,90,90,295,303,313,317,3,10077,5705,71362,73095,210,0.9642857142857144,0.9220703982109828,0.63,127.57500000000002
3,112,108,92,88,314,340,319,322,3,8865,5876,88827,76892,210,0.9642857142857144,0.9220703982109828,0.63,127.57500000000002
3,114,107,93,96,343,301,280,356,3,8826,5716,81178,78464,210,0.9642857142857144,0.9220703982109828,0.63,127.57500000000002
3,52,48,38,38,149,131,118,126,3,50,869,15948,10594,160,1.046875,0.9220703982109828,0.63,105.525
3,49,46,38,36,153,135,109,118,3,20,806,16004,9052,160,1.046875,0.9220703982109828,0.63,105.525
3,90,82,57,56,235,240,212,184,3,5369,2299,40926,29216,160,1.378125,0.9220703982109828,0.63,138.915
19,65,65,60,57,176,197,185,204,3,3293,2425,25876,26804,260,0.95,0.9556516284205794,0.39,96.33
19,66,64,60,59,192,200,206,202,3,3251,2460,28462,30040,260,0.95,0.9556516284205794,0.39,96.33
19,66,65,60,59,179,196,196,202,3,3222,2531,24823,29257,260,0.95,0.9556516284205794,0.39,96.33
19,65,64,61,61,196,199,198,218,3,3242,2485,27982,32455,260,0.95,0.9556516284205794,0.39,96.33
19,65,62,59,58,187,203,193,213,3,2991,2426,27385,30076,260,0.95,0.9556516284205794,0.39,96.33
19,66,63,63,61,175,187,212,219,3,68,2866,23995,33745,260,0.95,0.9556516284205794,0.39,96.33
19,63,65,61,60,203,211,189,218,3,3159,2533,30631,30428,260,0.95,0.9556516284205794,0.39,96.33
19,66,63,59,60,179,200,212,211,3,2977,2465,26309,31462,260,0.95,0.9556516284205794,0.39,96.33
19,65,61,56,56,201,176,173,187,3,44,2125,26619,24374,260,0.95,0.9556516284205794,0.39,96.33
19,62,64,60,62,195,190,215,222,3,2978,2593,28018,32483,260,0.95,0.9556516284205794,0.39,96.33
19,63,63,61,59,191,199,200,213,3,2940,2556,25766,31056,260,0.95,0.9556516284205794,0.39,96.33
19,65,65,64,62,203,199,190,219,3,3192,2782,29242,29193,260,0.95,0.9556516284205794,0.39,96.33
19,69,63,67,60,185,191,203,215,3,43,2469,27099,30759,260,0.95,0.9556516284205794,0.39,96.33
19,65,63,60,57,178,189,192,194,3,3042,113,23623,27170,260,0.95,0.9556516284205794,0.39,96.33
19,71,67,60,61,209,213,196,207,3,3738,2501,31763,29836,290,0.9655172413793104,0.9556516284205794,0.39,109.2
19,73,70,55,59,208,205,201,227,3,54,2304,31509,33483,290,0.9655172413793104,0.9556516284205794,0.39,109.2
19,74,67,65,65,205,216,214,231,3,56,2900,33746,38268,290,0.9655172413793104,0.9556516284205794,0.39,109.2
19,73,66,62,63,207,209,224,230,3,3690,2799,32263,39140,290,0.9655172413793104,0.9556516284205794,0.39,109.2
19,72,70,60,62,212,218,214,227,3,53,2549,34240,35685,290,0.9655172413793104,0.9556516284205794,0.39,109.2
19,74,68,63,63,199,227,218,230,3,4171,2733,31808,36398,290,0.9655172413793104,0.9556516284205794,0.39,109.2
19,72,70,64,61,217,222,206,220,3,3838,2329,35546,33101,290,0.9655172413793104,0.9556516284205794,0.39,109.2
19,75,68,64,63,216,229,216,214,3,3856,2632,36249,35057,290,0.9655172413793104,0.9556516284205794,0.39,109.2
19,71,68,63,60,219,224,208,214,3,3640,2452,35280,32320,290,0.9655172413793104,0.9556516284205794,0.39,109.2
19,73,68,58,59,218,226,195,218,3,3931,2192,36512,31925,290,0.9655172413793104,0.9556516284205794,0.39,109.2
19,71,69,64,61,203,223,214,214,3,3746,2650,33727,34740,290,0.9655172413793104,0.9556516284205794,0.39,109.2
19,74,70,62,61,206,220,202,211,3,36,2652,33068,32479,290,0.9655172413793104,0.9556516284205794,0.39,109.2
19,73,70,60,60,212,231,205,208,3,3978,2544,36296,32041,290,0.9655172413793104,0.9556516284205794,0.39,109.2
19,73,70,55,56,209,218,199,202,3,3936,2248,33843,29188,290,0.9655172413793104,0.9556516284205794,0.39,109.2
19,72,70,69,67,197,228,221,226,3,3784,3327,32067,39021,290,0.9655172413793104,0.9556516284205794,0.39,109.2
19,52,50,35,35,144,168,124,113,3,20,852,17385,10333,200,0.9875,0.9556516284205794,0.39,77.025
19,48,48,32,31,147,174,111,91,3,34,733,18677,8007,200,0.9875,0.9556516284205794,0.39,77.025
19,48,50,35,34,148,159,97,136,3,19,737,16637,9308,200,0.9875,0.9556516284205794,0.39,77.025
19,52,50,29,30,149,167,83,85,3,106,0,17922,5325,200,0.9875,0.9556516284205794,0.39,77.025
19,50,47,29,30,142,134,84,83,3,16,575,13529,5324,200,0.9875,0.9556516284205794,0.39,77.025
19,74,69,60,57,207,203,177,196,3,4252,2347,31478,25698,210,0.9785714285714284,0.9556516284205794,0.39,80.145
19,60,63,64,61,169,154,216,184,3,2607,2596,20853,28839,210,0.9785714285714284,0.9556516284205794,0.39,80.145
19,86,79,61,62,239,222,197,186,3,5002,2450,37873,26510,210,0.9785714285714284,0.9556516284205794,0.39,80.145
19,85,80,58,57,239,221,174,194,3,5037,2168,38437,24544,210,0.9785714285714284,0.9556516284205794,0.39,80.145
19,63,66,57,55,204,206,170,170,3,2909,2054,31393,22375,210,0.9785714285714284,0.9556516284205794,0.39,80.145
19,73,69,62,59,217,205,201,190,3,3798,2518,32795,29473,210,0.9785714285714284,0.9556516284205794,0.39,80.145
19,74,71,60,57,237,197,183,186,3,3678,2400,35072,25827,210,0.9785714285714284,0.9556516284205794,0.39,80.145
19,72,70,63,59,238,204,187,191,3,3605,2342,39647,26246,210,0.9785714285714284,0.9556516284205794,0.39,80.145
19,85,80,65,66,201,208,211,223,3,5043,3030,30705,30583,210,0.9785714285714284,0.9556516284205794,0.39,80.145
19,74,71,57,61,260,243,175,173,3,3942,2667,44729,22073,210,0.9785714285714284,0.9556516284205794,0.39,80.145
19,74,69,68,68,221,203,194,220,3,43,3172,31300,32536,210,0.9785714285714284,0.9556516284205794,0.39,80.145
19,73,69,54,54,202,213,171,177,3,3555,2071,32800,24452,210,0.9785714285714284,0.9556516284205794,0.39,80.145
19,74,71,56,57,210,185,159,170,3,3607,2401,30446,19907,210,0.9785714285714284,0.9556516284205794,0.39,80.145
19,62,64,56,56,203,207,164,190,3,2742,2147,31413,23566,210,0.9785714285714284,0.9556516284205794,0.39,80.145
19,74,68,60,63,172,167,180,200,3,3894,2623,22440,26437,210,0.9785714285714284,0.9556516284205794,0.39,80.145
19,71,70,63,62,201,200,197,212,3,4128,2703,31108,30465,210,0.9785714285714284,0.9556516284205794,0.39,80.145
19,84,81,62,61,191,221,175,199,3,4905,2448,31101,25717,210,0.9785714285714284,0.9556516284205794,0.39,80.145
19,75,73,56,59,248,230,176,188,3,4149,2215,40868,23914,210,0.9785714285714284,0.9556516284205794,0.39,80.145
19,72,69,61,60,200,195,204,187,3,3618,2332,30956,27926,210,0.9785714285714284,0.9556516284205794,0.39,80.145
19,45,47,40,41,128,155,149,125,3,1675,5,15659,14092,230,0.8717391304347826,0.9556516284205794,0.39,78.19500000000001
19,49,49,37,39,126,113,121,152,3,1620,4,10916,12922,230,0.8717391304347826,0.9556516284205794,0.39,78.19500000000001
19,48,50,37,35,136,109,128,113,3,1598,9,11772,10647,230,0.8717391304347826,0.9556516284205794,0.39,78.19500000000001
19,47,46,37,37,135,133,118,117,3,0,952,13083,10561,230,0.8717391304347826,0.9556516284205794,0.39,78.19500000000001
19,47,46,34,35,139,193,102,101,3,1758,865,16676,7856,230,0.8717391304347826,0.9556516284205794,0.39,78.19500000000001
19,46,45,38,38,135,158,130,113,3,1695,1051,14780,11077,230,0.8717391304347826,0.9556516284205794,0.39,78.19500000000001
19,47,47,41,38,126,123,139,129,3,17,0,10874,12219,230,0.8717391304347826,0.9556516284205794,0.39,78.19500000000001
19,48,46,38,38,127,129,115,131,3,1676,0,11567,10758,230,0.8717391304347826,0.9556516284205794,0.39,78.19500000000001
19,60,65,66,65,184,187,215,239,3,2805,2843,25261,37057,260,0.9576923076923076,0.9556516284205794,0.39,97.10999999999999
19,63,62,69,70,178,193,250,260,3,2697,3379,27233,45163,260,0.9576923076923076,0.9556516284205794,0.39,97.10999999999999
19,63,64,61,60,196,198,195,205,3,2791,2504,25709,29640,260,0.9576923076923076,0.9556516284205794,0.39,97.10999999999999
19,62,63,68,66,196,197,236,259,3,2781,3057,28416,41491,260,0.9576923076923076,0.9556516284205794,0.39,97.10999999999999
19,60,60,64,62,186,198,204,220,3,2586,2724,26627,31074,260,0.9576923076923076,0.9556516284205794,0.39,97.10999999999999
19,62,61,64,59,174,193,184,210,3,2662,2342,24588,28176,260,0.9576923076923076,0.9556516284205794,0.39,97.10999999999999
19,62,64,69,68,196,188,223,247,3,2739,3374,27618,40124,260,0.9576923076923076,0.9556516284205794,0.39,97.10999999999999
19,61,63,71,69,181,187,242,274,3,2785,3339,23886,44447,260,0.9576923076923076,0.9556516284205794,0.39,97.10999999999999
19,63,63,67,64,204,196,211,221,3,2819,2624,25899,33628,260,0.9576923076923076,0.9556516284205794,0.39,97.10999999999999
19,63,65,65,66,188,204,222,242,3,2665,2757,26718,35152,260,0.9576923076923076,0.9556516284205794,0.39,97.10999999999999
19,62,61,60,56,201,197,195,198,3,2779,2221,28127,28992,260,0.9576923076923076,0.9556516284205794,0.39,97.10999999999999
19,61,61,64,64,180,199,218,225,3,2594,0,26476,34224,260,0.9576923076923076,0.9556516284205794,0.39,97.10999999999999
19,60,61,64,65,189,199,213,231,3,2689,2639,27400,35071,260,0.9576923076923076,0.9556516284205794,0.39,97.10999999999999
19,62,65,64,60,184,204,199,213,3,2873,2364,26914,29416,260,0.9576923076923076,0.9556516284205794,0.39,97.10999999999999
19,63,64,69,69,191,189,239,239,3,2887,3106,25111,40524,260,0.9576923076923076,0.9556516284205794,0.39,97.10999999999999
4,64,59,70,64,143,121,72,66,3,42,2872,13530,3009,90,1.068888888888889,1.0356826889585506,0.57,54.834
4,61,59,173,187,150,127,159,175,3,2800,23289,14573,18856,90,1.068888888888889,1.0356826889585506,0.57,54.834
4,62,60,74,68,132,136,174,179,3,2686,3293,14785,23638,90,1.068888888888889,1.0356826889585506,0.57,54.834
4,63,59,67,66,138,116,66,66,3,2837,2850,13430,2942,90,1.068888888888889,1.0356826889585506,0.57,54.834
4,65,61,162,167,136,121,169,167,3,2801,20967,13220,21484,90,1.068888888888889,1.0356826889585506,0.57,54.834
4,65,60,78,75,129,124,193,209,3,2759,3666,13331,29103,90,1.068888888888889,1.0356826889585506,0.57,54.834
4,63,61,72,66,130,134,196,207,3,2713,3483,14826,29064,90,1.068888888888889,1.0356826889585506,0.57,54.834
4,62,59,71,69,137,129,162,169,3,2719,3116,14422,21783,90,1.068888888888889,1.0356826889585506,0.57,54.834
4,65,59,63,61,132,128,174,212,3,2857,2931,13086,24700,90,1.068888888888889,1.0356826889585506,0.57,54.834
4,65,59,67,66,126,119,140,147,3,47,3028,12698,16958,90,1.068888888888889,1.0356826889585506,0.57,54.834
4,61,60,66,64,117,133,158,162,3,2747,3010,12367,19043,90,1.068888888888889,1.0356826889585506,0.57,54.834
4,65,61,64,64,132,126,161,155,3,2664,2708,13026,20697,90,1.068888888888889,1.0356826889585506,0.57,54.834
4,66,60,64,62,121,146,166,163,3,2808,2827,14480,19861,90,1.068888888888889,1.0356826889585506,0.57,54.834
4,137,126,65,63,130,133,167,170,3,13661,2799,13826,22605,90,1.068888888888889,1.0356826889585506,0.57,54.834
4,65,59,74,70,147,111,166,164,3,32,3770,13605,20149,90,1.068888888888889,1.0356826889585506,0.57,54.834
4,64,60,67,67,146,131,196,210,3,2720,2966,14863,27839,90,1.068888888888889,1.0356826889585506,0.57,54.834
4,62,58,69,64,132,121,179,184,3,2714,2614,13601,22690,90,1.068888888888889,1.0356826889585506,0.57,54.834
4,64,59,65,63,133,131,159,169,3,36,2751,13444,20391,90,1.068888888888889,1.0356826889585506,0.57,54.834
4,66,61,78,76,120,132,144,156,3,2725,3946,13074,18260,90,1.068888888888889,1.0356826889585506,0.57,54.834
4,66,65,62,60,153,146,152,157,3,3120,2417,16886,17381,100,1.038,1.0356826889585506,0.57,59.166
4,66,68,60,62,147,146,150,149,3,3426,2292,17473,16184,100,1.038,1.0356826889585506,0.57,59.166
4,68,66,65,65,159,160,160,175,3,3341,2720,18787,20332,100,1.038,1.0356826889585506,0.57,59.166
4,69,65,65,63,163,156,178,171,3,3381,2886,19832,22024,100,1.038,1.0356826889585506,0.57,59.166
4,65,66,63,63,148,142,162,185,3,3061,2824,16504,21189,100,1.038,1.0356826889585506,0.57,59.166
4,66,66,60,60,150,152,70,71,3,3230,2368,18314,3208,100,1.038,1.0356826889585506,0.57,59.166
4,65,66,68,65,152,129,192,177,3,3214,2770,15726,25352,100,1.038,1.0356826889585506,0.57,59.166
4,63,65,66,66,155,150,170,170,3,3107,2876,18519,19746,100,1.038,1.0356826889585506,0.57,59.166
4,66,65,67,63,154,149,165,151,3,3334,2659,17110,18706,100,1.038,1.0356826889585506,0.57,59.166
4,65,65,70,67,158,149,164,167,3,3086,3060,18982,20491,100,1.038,1.0356826889585506,0.57,59.166
4,66,66,72,67,161,151,163,178,3,3109,2579,17691,20214,100,1.038,1.0356826889585506,0.57,59.166
4,67,67,66,66,159,150,187,196,3,3176,2949,18461,24278,100,1.038,1.0356826889585506,0.57,59.166
4,67,67,61,61,162,152,178,172,3,3315,2492,17856,22255,100,1.038,1.0356826889585506,0.57,59.166
4,64,66,65,64,161,152,151,169,3,3219,2738,18429,20297,100,1.038,1.0356826889585506,0.57,59.166
4,64,64,71,71,175,155,73,73,3,2948,3457,21474,4103,150,1.0566666666666666,1.0356826889585506,0.57,90.345
4,62,61,76,71,167,161,257,270,3,2748,3413,20551,45287,150,1.0566666666666666,1.0356826889585506,0.57,90.345
4,60,61,68,70,160,139,238,225,3,2810,2963,19518,38974,150,1.0566666666666666,1.0356826889585506,0.57,90.345
4,63,64,74,74,174,158,224,196,3,2914,3520,21862,33440,150,1.0566666666666666,1.0356826889585506,0.57,90.345
4,63,64,73,72,163,162,242,254,3,2857,3219,21566,38250,150,1.0566666666666666,1.0356826889585506,0.57,90.345
4,61,61,65,65,203,171,225,204,3,2800,2791,26167,31975,150,1.0566666666666666,1.0356826889585506,0.57,90.345
4,62,62,65,66,178,166,209,191,3,25,2956,23831,31022,150,1.0566666666666666,1.0356826889585506,0.57,90.345
4,63,61,82,80,63,61,247,283,3,32,4648,2725,53172,150,1.0566666666666666,1.0356826889585506,0.57,90.345
4,75,71,66,65,156,175,152,158,3,3576,2782,19822,19485,110,0.9618181818181818,1.0356826889585506,0.57,60.30599999999999
4,71,70,72,67,143,156,62,59,3,3916,3038,17195,2309,110,0.9618181818181818,1.0356826889585506,0.57,60.30599999999999
4,71,69,58,59,153,158,134,145,3,3682,2265,18085,16129,110,0.9618181818181818,1.0356826889585506,0.57,60.30599999999999
4,71,70,65,62,152,150,138,151,3,3503,2819,18292,15422,110,0.9618181818181818,1.0356826889585506,0.57,60.30599999999999
4,71,71,62,59,157,163,155,156,3,4004,2359,19252,19282,110,0.9618181818181818,1.0356826889585506,0.57,60.30599999999999
4,70,71,53,52,156,159,149,153,3,3452,1911,18820,17301,110,0.9618181818181818,1.0356826889585506,0.57,60.30599999999999
4,72,70,69,67,160,162,186,194,3,3769,3353,18863,24570,110,0.9827272727272728,1.0356826889585506,0.57,61.617
